CRI_CID_CUST_ID,CRI_RID_REM_INSTR,CRI_IND_LOAN,CRI_IND_SBLC,CRI_IND_INCOMING,CRI_IND_OUTGOING,CRI_IND_PRINCIPAL,CRI_IND_INTEREST,CRI_IND_FEES,CRI_DSC_REM_INSTR,CRI_CDE_REM_METHOD,CRI_IND_DEFAULT,CRI_TSP_REC_CREATE,CRI_TSP_REC_UPDATE,CRI_UID_REC_CREATE,CRI_UID_REC_UPDATE,CRI_CDE_CURRENCY,CRI_IND_APPROVED,CRI_IND_AUTO_DOIT,CRI_IND_SIMPLIFIED,CRI_XID_DDA_ACCT,CRI_CDE_CHIPS_NUM,CRI_CDE_ABA_NUM,CRI_XID_CHIPS_UID,CRI_XID_BENF_ACCT,CRI_CDE_BENF_TYPE,CRI_CDE_DIVISION,CRI_UID_APPRV_USER,CRI_XID_BOOK_AC_NO,CRI_XID_SWIFT_BIC,CRI_CDE_NOSTRO_NTF,CRI_TXT_TLX_DL_DGS,CRI_TXT_TLX_ANS_BK,CRI_NME_DDA_ACCT,CRI_TXT_IMT_FAX,CRI_AMT_IMT_THRSHL,CRI_XID_CUSTODY_AC,CRI_IND_SAVINGS_AC,CRI_CDE_BRANCH
1KEJ2OU2,1UEJ2P6X,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-4003        ","DDA  ",Y,2020-11-03 13:48:38,2020-11-03 13:49:00,INPAMT01,INPAMT01,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,,
1KEJ2OU2,1UEJ2P7A,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-4004        ","IMT  ",Y,2020-11-03 13:49:37,2020-11-03 13:49:37,INPAMT01,INPAMT01,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
1;EJ2T99,1REJ2TM4,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-1554        ","DDA  ",Y,2020-11-03 15:25:01,2020-11-03 15:39:10,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
1;EJ2T99,1REJ2TMH,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-1555        ","IMT  ",Y,2020-11-03 15:26:09,2020-11-03 15:39:58,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
1;EJ2T99,1REJ2TUL,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-1556       ","RTGS ",Y,2020-11-03 15:27:34,2020-11-03 15:40:47,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
(VEHFY93,(GEHFYUI,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-5915       ","RTGS ",Y,2020-10-02 20:17:39,2020-10-02 20:33:30,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
(VEHFY93,(GEHFYME,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-5914        ","IMT  ",Y,2020-10-02 20:16:33,2020-10-02 20:33:03,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
W-EHL8IC,W:EHL8V6,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1029        ","DDA  ",Y,2020-10-05 16:27:28,2020-10-05 16:39:48,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
W-EHL8IC,W:EHL8VJ,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1030        ","IMT  ",Y,2020-10-05 16:28:19,2020-10-05 16:40:19,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
W-EHL8IC,W:EHL93N,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1032       ","RTGS ",Y,2020-10-05 16:29:28,2020-10-05 16:40:43,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
)?EF8978,?EEHN5J7,Y,Y,Y,Y,Y,Y,Y,"IMT7                ","IMT  ",Y,2020-10-06 14:02:16,2020-10-06 14:12:55,LIQUSR05,LIQSVR04,GBP,Y,Y,N,,,,,"                                  ",,,LIQSVR04,,,,,,,,0,,N,
UWEHCNU5,7QEHN4ZL,Y,Y,Y,Y,Y,Y,Y,"RTGSEUR1-0914       ","RTGS ",Y,2020-10-06 16:27:20,2020-10-06 16:27:43,ARFELI01,ARFELI01,EUR,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
;(EHLBAR,N1EHN7GA,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-2310        ","IMT  ",Y,2020-10-06 17:39:30,2020-10-06 17:50:32,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
N=EHN4XA,NSEHN5IM,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3407       ","RTGS ",Y,2020-10-06 17:52:18,2020-10-06 18:03:59,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
UWEHCNU5,BNEHOJL9,Y,Y,Y,Y,Y,Y,Y,"DDAEUR1-1332        ","DDA  ",Y,2020-10-07 11:28:08,2020-10-07 11:38:05,ARFELI01,ARFELM01,EUR,Y,Y,N,"1020188515                        ",,,,"                                  ",,,ARFELM01,,,,,,CBA Domestic Account,,0,,N,
:OEHOO1J,:JEHOOES,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3232        ","IMT  ",Y,2020-10-07 12:48:54,2020-10-07 12:59:12,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
AVE8YAJT,:IEHOR7L,Y,Y,Y,Y,Y,Y,Y,"IMT2                ","IMT  ",Y,2020-10-07 14:38:49,2020-10-07 14:40:51,LIQUSR03,FI717102,EUR,Y,N,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
$$EHNARP,LOEHP0AR,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-5820        ","DDA  ",Y,2020-10-07 17:15:14,2020-10-07 17:36:23,CESSINP1,CESSMNG1,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,CESSMNG1,,,,,,CBA Domestic Account,,0,,N,
$$EHNARP,LOEHP0J8,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-5822       ","RTGS ",Y,2020-10-07 17:17:29,2020-10-07 17:37:48,CESSINP1,CESSMNG1,AUD,Y,Y,N,,,,,"                                  ",,,CESSMNG1,,,,,,,,0,,N,
$$EHNARP,L#EHP7Z7,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-2008       ","RTGS ",Y,2020-10-07 19:39:35,2020-10-07 19:54:43,CESSINP1,CESSMNG1,AUD,Y,Y,N,,,,,"                                  ",,,CESSMNG1,,,,,,,,0,,N,
$$EHNARP,L+EHP9M7,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-0904        ","DDA  ",Y,2020-10-07 20:28:26,2020-10-07 20:46:25,CESSINP1,CESSMNG1,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,CESSMNG1,,,,,,CBA Domestic Account,,0,,N,
$$EHNARP,L+EHP9UO,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-0905       ","RTGS ",Y,2020-10-07 20:30:49,2020-10-07 20:47:42,CESSINP1,CESSMNG1,AUD,Y,Y,N,,,,,"                                  ",,,CESSMNG1,,,,,,,,0,,N,
UWEHCNUO,+PEHQGMF,Y,Y,Y,Y,Y,Y,Y,"DDAEUR1-4730        ","DDA  ",Y,2020-10-08 12:01:09,2020-10-08 12:08:51,ARFELI01,ARFELM01,EUR,Y,Y,N,"1020188515                        ",,,,"                                  ",,,ARFELM01,,,,,,CBA Domestic Account,,0,,N,
$$EHNARP,ACEHQQK9,Y,Y,Y,Y,Y,Y,Y,"IMTEUR2-0614        ","IMT  ",Y,2020-10-08 15:23:11,2020-10-08 15:35:19,CESSINP1,CESSMNG1,EUR,Y,Y,N,,,,,"                                  ",,,CESSMNG1,,,,,,,,0,,N,
UWEHCNQ1,FMEHSG82,Y,Y,Y,Y,Y,Y,Y,"DDAEUR1-1456        ","DDA  ",Y,2020-10-09 14:30:03,2020-10-09 14:39:27,ARFELI01,ARFELM01,EUR,Y,Y,N,"1020188515                        ",,,,"                                  ",,,ARFELM01,,,,,,CBA Domestic Account,,0,,N,
$$EHSFB1,FQEHSIRY,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-1615        ","IMT  ",Y,2020-10-09 15:31:18,2020-10-09 15:40:24,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
WLEI0SYH,HKEI11EI,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3624        ","DDA  ",Y,2020-10-14 04:50:08,2020-10-14 04:50:23,DANUSR01,DANUSR01,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,,
WLEI0SYH,HKEI11EV,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3625        ","IMT  ",Y,2020-10-14 04:50:53,2020-10-14 04:51:14,DANUSR01,DANUSR01,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
WLEI0SYH,HKEI11MZ,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3625       ","RTGS ",Y,2020-10-14 04:51:52,2020-10-14 06:07:18,DANUSR01,DANUSR01,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
=4EI135W,=UEI13EY,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-0517        ","DDA  ",Y,2020-10-14 06:19:26,2020-10-14 06:29:48,DANUSR01,JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
=4EI135W,=UEI13FB,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-0518        ","IMT  ",Y,2020-10-14 06:20:13,2020-10-14 06:30:24,DANUSR01,JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
=4EI135W,=UEI13NF,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-0519       ","RTGS ",Y,2020-10-14 06:21:16,2020-10-14 06:31:00,DANUSR01,JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
FPE4MRNP,D3EI1MZP,Y,Y,Y,Y,Y,Y,Y,"IMT3                ","IMT  ",Y,2020-10-14 13:42:18,2020-10-14 19:44:54,JAQUITAN,JANICEA2,NOK,Y,Y,N,,,,,"                                  ",,,JANICEA2,,,,,,,,1000000,,N,
J+EICOY5,3FEICQLY,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-0415        ","DDA  ",Y,2020-10-20 12:09:17,2020-10-20 12:19:03,DANUSR01,JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
J+EICOY5,3FEICQMB,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-0415        ","IMT  ",Y,2020-10-20 12:10:03,2020-10-20 12:19:33,DANUSR01,JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
J+EICOY5,3FEICQUF,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-0416       ","RTGS ",Y,2020-10-20 12:11:06,2020-10-20 12:20:06,DANUSR01,JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
1.EIEUFN,1TEIEV10,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-2530       ","RTGS ",Y,2020-10-21 15:35:24,2020-10-21 15:43:26,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
4ZEIQ1E8,49EIQ1R3,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3516        ","DDA  ",Y,2020-10-27 17:45:22,2020-10-27 17:57:50,"TESTINP ","TESTMGR ",AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,"TESTMGR ",,,,,,CBA Domestic Account,,0,,N,
4ZEIQ1E8,49EIQ1ZK,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3519       ","RTGS ",Y,2020-10-27 17:47:47,2020-10-27 17:59:18,"TESTINP ","TESTMGR ",AUD,Y,Y,N,,,,,"                                  ",,,"TESTMGR ",,,,,,,,0,,N,
4REIQ4W5,4MEIQ59D,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-5636        ","IMT  ",Y,2020-10-27 19:07:01,2020-10-27 19:25:15,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
OQEIT5A0,O5EIT5MV,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4835        ","DDA  ",Y,2020-10-29 08:57:15,2020-10-29 09:09:23,INPALN01,MGRALN01,AUD,Y,N,N,"1020188515                        ",,,,"                                  ",,,MGRALN01,,,,,,CBA Domestic Account,,0,,N,
OQEIT5A0,O5EIT5N8,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-4837        ","IMT  ",Y,2020-10-29 08:58:16,2020-10-29 09:09:54,INPALN01,MGRALN01,USD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
OQEIT5A0,O5EIT5VC,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4838       ","RTGS ",Y,2020-10-29 08:59:48,2020-10-29 09:10:24,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
P=E6K597,8-EGTQOB,Y,Y,N,Y,Y,Y,Y,"DDA3                ","DDA  ",Y,2020-09-20 20:45:23,2020-09-20 20:45:23,"CCUISIA ","CCUISIA ",AUD,N,N,N,"232323232                         ",,,,"                                  ",,,,,,,,,DDA-BORROWER1111,,0,"121212                            ",,
(KE4Q19S,8-EGTR05,Y,Y,N,Y,Y,Y,Y,"DDA3                ","DDA  ",Y,2020-09-20 20:52:33,2020-09-20 20:52:33,"CCUISIA ","CCUISIA ",AUD,N,N,N,"565006565                         ",,,,"                                  ",,,,,,,,,DDA3-LEND01292020,,0,,,
FPE4MRNP,8-EGTR6B,Y,Y,N,Y,Y,Y,Y,"DDA3                ","DDA  ",Y,2020-09-20 20:55:57,2020-09-20 20:55:57,"CCUISIA ","CCUISIA ",AUD,N,N,N,"3232323                           ",,,,"                                  ",,,,,,,,,DDA3-LEND414,,0,,,
A$DPARLG,Q-EH8DH0,Y,Y,Y,Y,Y,Y,Y,"IMT3                ","IMT  ",Y,2020-09-28 15:48:56,2020-09-28 16:01:08,LIQUSR05,LIQSVR05,NOK,Y,Y,N,,,,,"                                  ",,,LIQSVR05,,,,,,,,0,,N,
)?EF8978,Q-EH8CT4,Y,Y,Y,Y,Y,Y,Y,"IMT6                ","IMT  ",Y,2020-09-28 15:23:08,2020-09-28 15:37:31,LIQUSR05,LIQSVR04,NOK,Y,Y,N,,,,,"                                  ",,,LIQSVR04,,,,,,,,1000000,,N,
5QEF3VVU,@EEI01WS,Y,Y,Y,Y,Y,Y,Y,"IMT2                ","IMT  ",Y,2020-10-13 14:07:23,2020-10-13 14:14:49,LIQUSR05,LIQUSR05,AUD,Y,Y,N,,,,,"                                  ",,,LIQUSR05,,,,,,,,0,,N,
C4EIDBGK,CUEIDBTF,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-3930        ","DDA  ",Y,2020-10-20 19:45:38,2020-10-20 19:56:19,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
C4EIDBGK,CUEIDBTS,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-3931        ","IMT  ",Y,2020-10-20 19:46:25,2020-10-20 19:56:46,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
C4EIDBGK,CUEIDC1W,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-3932       ","RTGS ",Y,2020-10-20 19:47:32,2020-10-20 19:57:11,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
1.EIEUFN,1TEIEUSJ,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-0506        ","DDA  ",Y,2020-10-21 15:33:28,2020-10-21 15:42:36,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
1.EIEUFN,1TEIEUSW,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-2529        ","IMT  ",Y,2020-10-21 15:34:18,2020-10-21 15:43:01,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
:REIIK9J,Q;EIIUNI,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4156        ","DDA  ",Y,2020-10-23 19:49:35,2020-10-23 20:02:51,INPALN01,MGRALN01,AUD,Y,N,N,"1020188515                        ",,,,"                                  ",,,MGRALN01,,,,,,CBA Domestic Account,,0,,N,
:REIIK9J,Q;EIIUNV,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-4158        ","IMT  ",Y,2020-10-23 19:50:35,2020-10-23 20:03:48,INPALN01,MGRALN01,USD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
:REIIK9J,Q;EIIUVZ,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4159       ","RTGS ",Y,2020-10-23 19:51:52,2020-10-23 20:04:27,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
+2EIPLQY,+-EIPM3T,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1955        ","DDA  ",Y,2020-10-27 11:27:28,2020-10-27 11:42:23,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
+2EIPLQY,+-EIPM46,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1955        ","IMT  ",Y,2020-10-27 11:28:22,2020-10-27 11:43:05,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
+2EIPLQY,+-EIPMCA,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1956       ","RTGS ",Y,2020-10-27 11:29:33,2020-10-27 11:43:46,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
)HEIRQW9,)1EIRR95,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-5026        ","DDA  ",Y,2020-10-28 15:56:42,2020-10-28 16:02:14,INPRON01,MGRRON01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRRON01,,,,,,CBA Domestic Account,,0,,N,
)HEIRQW9,)1EIRR9I,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-5026        ","IMT  ",Y,2020-10-28 15:57:13,2020-10-28 16:02:29,INPRON01,MGRRON01,USD,Y,Y,N,,,,,"                                  ",,,MGRRON01,,,,,,,,0,,N,
)HEIRQW9,)1EIRRHM,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-5027       ","RTGS ",Y,2020-10-28 15:57:55,2020-10-28 16:02:45,INPRON01,MGRRON01,AUD,Y,Y,N,,,,,"                                  ",,,MGRRON01,,,,,,,,0,,N,
YAEIT9TU,YPEITA6R,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-2418        ","DDA  ",Y,2020-10-29 10:32:30,2020-10-29 10:41:22,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
YAEIT9TU,YPEITA74,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-2419        ","IMT  ",Y,2020-10-29 10:33:19,2020-10-29 10:41:45,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
YAEIT9TU,YPEITAF8,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-2421       ","RTGS ",Y,2020-10-29 10:34:21,2020-10-29 10:42:10,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
YJEITCGS,Y(EITCTP,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-1142        ","DDA  ",Y,2020-10-29 11:20:00,2020-10-29 11:28:56,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
YJEITCGS,Y(EITCU2,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-1144        ","IMT  ",Y,2020-10-29 11:20:50,2020-10-29 11:29:21,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
YJEITCGS,Y(EITD26,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-1145       ","RTGS ",Y,2020-10-29 11:21:53,2020-10-29 11:29:47,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
JMEITF16,JWEITFE3,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-5949        ","DDA  ",Y,2020-10-29 12:08:20,2020-10-29 12:17:36,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
JMEITF16,JWEITFEG,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-5951        ","IMT  ",Y,2020-10-29 12:09:11,2020-10-29 12:18:02,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
JMEITF16,JWEITFMK,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-5952       ","RTGS ",Y,2020-10-29 12:10:17,2020-10-29 12:18:29,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
CXEIU5IL,;FEIU5VI,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-5231        ","DDA  ",Y,2020-10-29 22:01:11,2020-10-29 22:10:46,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
CXEIU5IL,;FEIU5VV,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-5232        ","IMT  ",Y,2020-10-29 22:02:04,2020-10-29 22:12:41,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
CXEIU5IL,;FEIU63Z,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-5233       ","RTGS ",Y,2020-10-29 22:03:11,2020-10-29 22:13:07,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
RYEIUH32,RJEIUHG0,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-5802        ","DDA  ",Y,2020-10-30 02:04:36,2020-10-30 02:10:19,INPRON01,MGRRON01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRRON01,,,,,,CBA Domestic Account,,0,,N,
RYEIUH32,RJEIUHGD,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-5803        ","IMT  ",Y,2020-10-30 02:05:07,2020-10-30 02:10:35,INPRON01,MGRRON01,USD,Y,Y,N,,,,,"                                  ",,,MGRRON01,,,,,,,,0,,N,
RYEIUH32,RJEIUHOH,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-5804       ","RTGS ",Y,2020-10-30 02:05:49,2020-10-30 02:10:51,INPRON01,MGRRON01,AUD,Y,Y,N,,,,,"                                  ",,,MGRRON01,,,,,,,,0,,N,
5VEH8D99,50EH8DUK,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-5032       ","RTGS ",Y,2020-09-28 17:06:50,2020-09-28 17:16:38,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
M*EIEN7I,WAEIENKV,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-0506        ","DDA  ",Y,2020-10-21 13:41:47,2020-10-21 13:41:56,INPAMT01,INPAMT01,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,,
M*EIEN7I,WAEIENL8,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-0507        ","IMT  ",Y,2020-10-21 13:42:39,2020-10-21 13:57:08,INPAMT01,MGRAMT01,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
M*EIEN7I,WAEIENTC,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-0508       ","RTGS ",Y,2020-10-21 13:43:45,2020-10-21 13:57:38,INPAMT01,MGRAMT01,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
:REIIK9J,QOEIISFO,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-5421        ","DDA  ",Y,2020-10-23 19:02:03,2020-10-23 19:16:44,INPALN01,MGRALN01,AUD,Y,N,N,"1020188515                        ",,,,"                                  ",,,MGRALN01,,,,,,CBA Domestic Account,,0,,N,
:REIIK9J,QOEIISG1,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-5422        ","IMT  ",Y,2020-10-23 19:03:06,2020-10-23 19:17:22,INPALN01,MGRALN01,USD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
:REIIK9J,QOEIISO5,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-5424       ","RTGS ",Y,2020-10-23 19:04:24,2020-10-23 19:18:00,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
RIEIV8RR,RIEIV8T0,Y,Y,N,Y,Y,Y,Y,"DDA1                ","DDA  ",Y,2020-10-30 12:21:29,2020-10-30 12:21:29,DANUSR01,DANUSR01,AUD,N,N,N,"123333                            ",,,,"                                  ",,,,,,,,,Account Name,,0,,,
R:EIVB7O,RQEIVBKM,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4842        ","DDA  ",Y,2020-10-30 12:55:19,2020-10-30 13:00:51,INPRON01,MGRRON01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRRON01,,,,,,CBA Domestic Account,,0,,N,
R:EIVB7O,RQEIVBKZ,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-4843        ","IMT  ",Y,2020-10-30 12:55:51,2020-10-30 13:01:11,INPRON01,MGRRON01,USD,Y,Y,N,,,,,"                                  ",,,MGRRON01,,,,,,,,0,,N,
