"UPT_UID_USERID","UPT_NME_USER_LAST","UPT_NME_USER_FIRST","UPT_NME_USER_MI","UPT_XID_SOC_SEC","UPT_UID_USER_MGR","UPT_CDE_JOB_FUNC","UPT_CDE_TITLE","UPT_CDE_EXPENSE","UPT_CDE_BANK","UPT_CDE_BRANCH","UPT_CDE_PROFILE","UPT_ADR_MAIL_STOP","UPT_TSP_REC_CREATE","UPT_TSP_REC_UPDATE","UPT_UID_REC_CREATE","UPT_UID_REC_UPDATE","UPT_UID_TEMPLATE","UPT_IND_SLG","UPT_CDE_SALES_GRP","UPT_CDE_PROC_AREA","UPT_CDE_SALES_TEAM","UPT_IND_RSKBK_VALL","UPT_CDE_COUNTRY","UPT_RID_LOCATION","UPT_CDE_LANGUAGE","UPT_TXT_ALIAS","UPT_XID_EMAIL_ID","UPT_PHN_1_NUMBER","UPT_PHN_2_NUMBER","UPT_FAX_1_NUMBER","UPT_FAX_2_NUMBER","UPT_TXT_ADDRESS","UPT_TXT_FUNCTION"
"LIQ_API2","API                 ","LOAN IQ             "," ","         ","","SAD  ","CLR  ","","CBA  ","CB001","A    ","","2019-06-26 09:49:36","2019-06-27 03:10:31","ADM_PETE","ADM_PETE","Custom  ","N","","AUSNA","","N","AU","AMDPAOVZ","ENG  ","","","","","","","","00000 000 0 00020000000 000 000000 00  00200222 00 000000000 000 0000            0   002 0000000000000 000 0     0000000000000000000000000 0 0200000000000000000000  0000000000000000000 000000000000000000000000 000000000000000000 0000000000000000000000 00000000 00000002000000000000000   00 0   00000000000000000000002000000000000000000 0000022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 000000022000  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000200000000000000000000000000000000000000000000000000000000200 00000000  020000000000000000 000 0000000000000  000000000000 000000 0000000000  000    0000          00 0 000     00 0000 00000  000  0    00000000 000 00 000 0000 0 0 0 0   00  0000000000000         02 0   00 0   0 00   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 000 0 000     000  00  0 0000   00 0000 00  00   00000 0  0    0 00   0     000 0 000      00 0 0 00   0     00      000000000      0  0  0  00000000000   0  0       00000000000    0   00000000 0  0 0         0 0   00000     0      000000000 0000000 000              000     0000        000 0 00  00  0000        0   0    000000 00             0 00 0 0 0    0 00 0000000000000000000000000 0 0  000              0000    0000000000000000 00000 00      000 0000    00   00 0  0   000 0    0       00  00000 000  000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000 00000000000 0000000 000000000000000000  0000 0 0000000 000 0000000   000"
"ADM_BAT ","ADMIN               ","BATCH               "," ","         ","","BAT  ","CLR  ","","CBA  ","CB001","U    ","","2019-06-26 09:52:48","2020-07-03 15:40:23","ADM_PETE","CFRANCIS","BAT     ","N","","AUSNA","","N","AU","AMDPAOVZ","ENG  ","","","","","","","","00000 000 0 00000000000 000 000000 00  00000000 00 000000000 000 0000            0   000 0000000000000 000 0     0000000000000000000000000 0 0000000000000000000000  0000000000000000000 000000000000000000000000 000000000000000000 0000000000000000000000 00000000 00000000000000000000000 00000000000000000000000000000000000000000000000000 2000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000  0 000000000000  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 0000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000 000 0000000000000  000000000000 000000 0000000000  000    0000          00 0 000     00 0000 00000  000  0    00000000 000 00 000 0000 0 0 0 0   00  0000000000000         00 0   00 0   0 00   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 000 0 000     000  00  0 0000   00 0000 00  00   00000 0  0    0 00   0     000 0 000      00 0 0 00   0     00      000000000      0  0  0  00000000000   0  0       00000000000    0   00000000 0  0 0         0 0   00000     0      000000000 0000000 000              000     0000        000 0 00  00  0000        0   0    000000 00             0 00 0 0 0    0 00 0000000000000000000000000 0 0  000              0000    0000000000000000 00000 00      0"
"USER_API","API                 ","USER                "," ","         ","","SAD  ","CLR  ","","CBA  ","CB001","U    ","","2019-06-26 09:54:10","2020-03-03 05:36:12","ADM_PETE","ADMIN1  ","SAD     ","N","","AUSAG","","N","AU","AMDPAOVZ","ENG  ","","","","","","","","00000 000 0 00020000000 000 000000 00  00200222 00 000000000 000 0000            0   002 0000000000000 000 0     0000000000000000000000000 0 0200000000000000000000  0000000000000000000 000000000000000000000000 000000000000000000 0000000000000000000000 20000000 00000002000000000000000   00 0   00000000000000000000002000000000000000000 0000022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 000000022000  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000200000000000000000000000000000000000000000000002000000000200 00000000  020000000000000000 000 0000000000000  000000000000 000000 0000000000  000    0000          00 0 000     00 0000 00000  000  0    00000000 000 00 000 0000 0 0 0 0   00  0000000000000         00 0   00 0   0 00   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 000 0 222     000  00  0 0002   00 0000 02  00   00000 0  0    0 00   0     002 0 000      00 0 0 00   0     00      000000000      0  0  0  00000000020   0  0       00000000000    0   00000000 0  2 0         0 0   00000     0      000000000 0000000 000              000     0000        000 0 00  00  0000        0   0    000000 00             0 00 0 0 0    0 00 0000000000000000000000000 0 0  000              0000    0000000000002000 00000 00      000 0000    00   00 0  0   000 0    0       20  00000 000  000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000 0000 00000000000 0000000 000000000000000000  0000 0 0000000 000 0000000   000"
"LAWLESS2","LAWLESS             ","DARRIN              "," ","","","DAM  ","VP   ","","CBA  ","CB001","I    ","","2019-04-03 23:55:54","2019-06-26 09:40:46","LS2BATCH","ADM_PETE","Custom  ","N","","AUSNA","","N","AU","I(D8QAEV","ENG  ","","","","","","","","22222 222 2 22222222222 222 222222 22  22222222 22 222222222 222 2222            2   222 2222222222222 222 2     2222200000000000000022222 2 2222222222222222222222  2222222222222222222 222222222222222222222222 222222222222222222 2222222222222222222222 22222222 22222222222222222222022   02 2   22222222222222000200222222200222222222222 2220022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 022000221222  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000220000000000000000020000000000000000000000000002200002222222 22222222  222222222222222222 022 0222222222220  222200000220 222222 0222022222  002    2220          22 2 222     22 2220 22222  222  0    22222222 022 22 202 2020 2 2 0 2   02  2200000000202         00 0   22 2   0 20   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 222 2 222     222  02  2 2022   22 0002 22  22   22000 0  0    0 20   0     002 2 222      22 0 0 02   2     20      222222202      0  2  2  22222222220   2  2       00000000222    2   22000000 0  2 0         2 0   00000     0      000000000 0000000 222              022     0000        220 0 00  02  0000        2   0    022200 20             0 02 0 2 0    0 20 0222222222222222222222222 0 0  000              0000    2222222222002222 00022 22      000 0020    22   02 2  0   222 2    2       00  00000 000  022220222222222222222222222222222222222222222222222222222222222222222222222222222200000 0000 00000000000 0000000 000000000000000000  0000 0 0000000 000 0000000   0"
"ADM_DARR","LAWLESS             ","DARRIN              "," ","         ","","SAD  ","CLR  ","","CBA  ","CB001","U    ","","2019-06-26 02:03:48","2019-06-26 04:12:36","ADMIN1  ","ADM_PETE","Custom  ","N","","AUSNA","","N","US","AMDPAOVZ","ENG  ","","","","","","","","21111 111 1 11120201111 111 111111 00  10210222 10 111111111 111 1211            1   112 2011111221111 111 2     1111100000000000000020111 1 1211111111111111111111  1001020222200002111 001121112022220111210221 112211111111111111 1111112111222111211111 21102112 00012012101022100100012   01 1   11111111111111000200112121100122011111121 2120022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 022000021121  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000220000000000000000010000000000000000000000000000100001100201 00000000  020222212100122000 001 0100000000000  010000000001 001112 0111011111  000    0010          01 0 001     00 1110 00010  210  0    10000000 011 00 100 0000 0 0 0 1   01  0100000000102         02 0   10 1   0 10   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 100 1 222     110  00  0 0012   01 0001 02  00   10000 0  0    0 20   0     002 0 110      00 0 0 01   0     00      111111101      0  0  0  10000000021   0  0       00000000222    0   11000000 1  2 0         0 0   00000     0      000000000 0000000 000              011     0000        000 1 11  02  0000        0   0    011200 10             0 00 1 0 0    0 00 1000000000000000000000000 2 2  111              2020    0000000000002010 00000 01      000 0010    22   12 1  1   010 0    2       20  01010 000  000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000 1100 00000000000 0000000 011000000000000100  0001 0 1110000 000 1100010   000"
"ADM_PETE","TURNER              ","PETER               "," ","         ","","SAD  ","CLR  ","","CBA  ","CB001","A    ","","2019-06-26 02:05:17","2019-06-26 09:45:25","ADMIN1  ","ADMIN1  ","Custom  ","N","","AUSNA","","N","US","AMDPAOVZ","ENG  ","","","","","","","","00000000000000020000000000000000000000000200222000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000002000000000000000000020000222222222222222222222222222222222222200222222222222222220222222222222222222222222222222222222222222222222222222222222222222222220222222222200000000000022000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000020000000000000020000000000000022000000000000000000000022000000200000000000000000000000200200000000222222200020220002202200000000002000020000000000000000000022000000000000000000000000200000000000000000020002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002200000000000002000000202000000200000002000000000000000000000000000000000000000200020000000000000000000000000000000000000000000000020020000000000000000000200200000220000000000000002000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220000000220000000000000020000000000000220020000000000000000000000000000000000000000000000000000000000000000002200000000020002020000000000000000000200000002000000000000000000000000000000000000200000000000000000020200000200022222222222222222222222222222222222222222222222222222022222222222222222222222222222222000220000222222000000002202000002222222220000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"BRIANMOK","MOK                 ","BRIAN               "," ","","","DAM  ","MD   ","","CBA  ","CB001","U    ","","2019-04-03 23:55:55","2020-11-11 13:39:42","LS2BATCH","FOULISTR","Custom  ","N","","AUSAG","","N","AU","I(D8QAEV","ENG  ","","","","","","","","22222 222 2 22222222222 222 222222 22  22222222 22 222222222 222 2222            2   222 2222222222222 222 2     2222200000000000000022222 2 2222222222222222222222  2222222222222222222 222222222222222222222222 222222222222222222 2222222222222222222222 22222222 22222222222222222222222   02 2   22222222222222000200222222200222222222222 2220022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 022000221222  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000220000000000000000020000000000000000000000000002200002222222 22222222  222222222222222222 022 0222222222220  222200000222 222222 0222222222  002    2220          22 2 222     22 2220 22222  222  0    22222222 022 22 202 2020 2 2 0 2   02  2200000000202         02 0   22 2   0 20   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 222 2 222     222  02  2 2022   22 0002 22  00   22000 0  0    0 20   0     002 2 222      22 0 0 02   2     20      222222202      2  2  2  22222222222   2  2       22222222222    2   22000000 2  2 2         2 0   00000     0      000000000 0000000 000              222     0000        222 2 22  22  0000        2   0    022222 22             0 22 2 0 2    2 20 2222222222222222222222222 2 2  222              2222    0000000000002022 00022 22      000 2020    22   22 2  2   222 2    2       20  22220 222  222222222222222222222222222222222222222222222222222222 22222222222222222222222222222222 2222 00022222222 0022222 2220002222222222      22   2220000  00 2200022    00  00 0   2  0"
"BATCH AD","ADMINISTRATOR       ","BATCH               "," ","","","BAT  ","SUP  ","","CBA  ","CB001","A    ","","2014-03-14 10:34:05","2019-04-03 23:55:54","LOANIQ01","LS2BATCH","Custom  ","N","","AUSNA","","N","US","2H6LIPQG","ENG  ","","","","","","","","00000 000 0 00000000000 000 000000 00  00000000 00 000000000 000 0000            0   000 0000000000000 000 0     0000000000000000000000000 0 0000000000000000000000  0000000000000000000 000000000000000000000000 000000000000000000 0000000000000000000000 00000000 00000000000000000000000 00000000000000000000000000000000000000000000000000 2000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000  0 000000000000  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 0000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000 000 0000000000000  000000000000 000000 0000000000  000    0000          00 0 000     00 0000 00000  000  0    00000000 000 00 000 0000 0 0 0 0   00  0000000000000         00 0   00 0   0 00   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 000 0 000     000  00  0 0000   00 0000 00  00   00000 0  0    0 00   0     000 0 000      00 0 0 00   0     00      000000000      0  0  0  00000000000   0  0       00000000000    0   00000000 0  0 0         0 0   00000     0      000000000 0000000 000              000     0000        000 0 00  00  0000        0   0    000000 00             0 00 0 0 0    0 00 0000000000000000000000000 0 0  000              0000    0000000000000000 00000 00      0"
"ADMIN1  ","ADMIN1              ","LIQ                 "," ","","","SAD  ","CLR  ","","CBA  ","CB001","A    ","","1999-03-16 20:16:22","2019-04-03 23:55:54","LS2BATCH","LS2BATCH","Custom  ","N","","AUSNA","","N","US","2H6LIPQG","ENG  ","","first.last@yourdomain.com","","","","","","00000 000 0 00020000000 000 000000 00  00200222 00 000000000 000 0000            0   002 0000000000000 000 0     0000000000000000000000000 0 0200000000000000000000  0000000000000000000 000000000000000000000000 000000000000000000 0000000000000000000000 00000000 00000002000000000000000   00 0   00000000000000000000002000000000000000000 0000022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 000000022000  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000200000000000000000000000000000000000000000000000000000000200 00000000  020000000000000000 000 0000000000000  000000000000 000000 0000000000  000    0000          00 0 000     00 0000 00000  000  0    00000000 000 00 000 0000 0 0 0 0   00  0000000000000         02 0   00 0   0 00   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 000 0 000     000  00  0 0000   00 0000 00  00   00000 0  0    0 00   0     000 0 000      00 0 0 00   0     00      000000000      0  0  0  00000000000   0  0       00000000000    0   00000000 0  0 0         0 0   00000     0      000000000 0000000 000              000     0000        000 0 00  00  0000        0   0    000000 00             0 00 0 0 0    0 00 0000000000000000000000000 0 0  000              0000    0000000000000000 00000 00      000 0000    00   00 0  0   000 0    0       00  00000 000  000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000 00000000000 0000000 000000000000000000  0000 0 0000000 000 0000000   000"
"WBAYERS ","BAYERS              ","WILLIAM             "," ","         ","","DAM  ","MD   ","","CBA  ","CB001","U    ","","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","Custom  ","N","","AUSAG","","N","AU","I(D8QAEV","ENG  ","","","","","","","","22222 222 2 22220202222 222 222222 02  21220222 22 222222222 222 2222            2   222 2022222222222 222 2     2222200000000000000022111 2 2221222222222222222222  2112122222222222202 222222222222222222202222 222222222222222222 2222222222222221220022 22022222 22222222022022020200022   02 2   22202222221222000200022222200222222222022 2220022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 000000221222  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000220000000000000000020000000000000000000000000002200002200202 00000000  220222222200222022 022 0200000000000  022200000220 220002 0000002222  002    0020          02 2 222     22 2220 20022  222  0    22222222 022 22 202 2020 0 0 0 2   02  2200000000202         00 0   22 2   0 20   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 222 2 111     222  02  2 2021   22 0002 21  00   00000 0  0    0 20   0     001 2 222      22 0 0 02   2     00      000000002      0  2  0  22000000010   2  2       00000000222    2   22000000 0  1 0         0 0   00000     0      000000000 0000000 000              022     0000        220 0 00  22  0000        0   0    022222 22             0 00 2 0 0    0 20 2000001000000000000000000 0 2  000              2222    0000000000001012 00022 20      000 0020    22   20 2  0   222 2    2       10  20200 000  022222222222222222222222222222222222222222222222222222222222222222222222222222222222222 0022 00022222200 0000022 200000222222222000  0022 0 0000000 000 2000020   0"
"DHENDERS","HENDERSON           ","DUSTIN              "," ","         ","","DAM  ","MD   ","","CBA  ","CB001","U    ","","2020-01-22 12:15:39","2020-07-16 20:35:26","ADMIN1  ","ADMIN1  ","Custom  ","N","","AUSAG","","N","AU","AMDPAOVZ","ENG  ","","","","","","","","22222 222 2 22222222222 222 222222 22  22222222 22 222222222 222 2222            2   222 2222222222222 222 2     2222200000000000000022222 2 2222222222222222222222  2222222222222222222 222222222222222222222222 222222222222222222 2222222222222222222222 22222222 22222222222222222222222   02 2   22222222222222000200222222200222222222222 2220022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 022000221222  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000220000000000000000020000000000000000000000000002200002222222 22222222  222222222222222222 022 2222222222220  222222222222 222222 0222222222  002    2220          22 2 222     22 2220 22222  222  0    22222222 022 22 202 2020 2 2 0 2   02  2202000222202         02 0   22 2   0 20   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 222 2 222     222  02  2 2022   22 0002 22  00   22000 0  0    0 20   0     002 2 222      22 0 0 02   2     20      222222202      2  2  2  22222222222   2  2       22222222222    2   22000000 2  2 2         2 0   00000     0      000000000 0000000 000              222     0000        222 2 22  22  2222        2   0    022222 22             0 22 2 0 2    2 20 2222222222222222222222222 2 2  222              2222    0000000000002022 00022 22      000 2020    22   22 2  2   222 2    2       20  22220 222  222222222222222222222222222222222222222222222222222222 22222222222222222222222222222222 2222 00022222222 0022222 222000222222222200  0022 0 2220000 000 2222022   2    00 0   2  0  2"
"MWHEELER","WHEELER             ","MIKE                "," ","         ","","DAM  ","MD   ","","CBA  ","CB001","U    ","","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","Custom  ","N","","AUSAG","","N","AU","I(D8QAEV","ENG  ","","","","","","","","22222 222 2 22220202222 222 222222 02  21220222 22 222222222 222 2222            2   222 2022222222222 222 2     2222200000000000000022111 2 2221222222222222222222  2112122222222222202 222222222222222222202222 222222222222222222 2222222222222221220022 22022222 22222222022022020200022   02 2   22202222221222000200022222200222222222022 2220022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 000000221222  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000220000000000000000020000000000000000000000000002200002200202 00000000  220222222200222022 022 0200000000000  022200000220 220002 0000002222  002    0020          02 2 222     22 2220 20022  222  0    22222222 022 22 202 2020 0 0 0 2   02  2200000000202         00 0   22 2   0 20   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 222 2 111     222  02  2 2021   22 0002 21  00   00000 0  0    0 20   0     001 2 222      22 0 0 02   2     00      000000002      0  2  0  22000000010   2  2       00000000222    2   22000000 0  1 0         0 0   00000     0      000000000 0000000 000              022     0000        220 0 00  22  0000        0   0    022222 22             0 00 2 0 0    0 20 2000001000000000000000000 0 2  000              2222    0000000000001012 00022 20      000 0020    22   20 2  0   222 2    2       10  20200 000  022222222222222222222222222222222222222222222222222222222222222222222222222222222222222 0022 00022222200 0000022 200000222222222000  0022 0 0000000 000 2000020   0"
"DB_USR1 ","USER                ","DATABASE            "," ","         ","","SAD  ","CLR  ","","CBA  ","CB001","U    ","","2019-06-26 09:56:45","2019-06-26 09:56:45","ADM_PETE","ADM_PETE","SAD     ","N","","AUSNA","","N","AU","AMDPAOVZ","ENG  ","","","","","","","","00000 000 0 00020000000 000 000000 00  00200222 00 000000000 000 0000            0   002 0000000000000 000 0     0000000000000000000000000 0 0200000000000000000000  0000000000000000000 000000000000000000000000 000000000000000000 0000000000000000000000 20000000 00000002000000000000000   00 0   00000000000000000000002000000000000000000 0000022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 000000022000  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000200000000000000000000000000000000000000000000002000000000200 00000000  020000000000000000 000 0000000000000  000000000000 000000 0000000000  000    0000          00 0 000     00 0000 00000  000  0    00000000 000 00 000 0000 0 0 0 0   00  0000000000000         00 0   00 0   0 00   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 000 0 222     000  00  0 0002   00 0000 02  00   00000 0  0    0 00   0     002 0 000      00 0 0 00   0     00      000000000      0  0  0  00000000020   0  0       00000000000    0   00000000 0  2 0         0 0   00000     0      000000000 0000000 000              000     0000        000 0 00  00  0000        0   0    000000 00             0 00 0 0 0    0 00 0000000000000000000000000 0 0  000              0000    0000000000002000 00000 00      000 0000    00   00 0  0   000 0    0       20  00000 000  000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000 0000 00000000000 0000000 000000000000000000  0000 0 0000000 000 0000000   000"
"ADMIN2  ","USER                ","ADMIN               "," ","         ","","SAD  ","CLR  ","","CBA  ","CB001","A    ","","2019-06-26 10:00:27","2019-06-26 10:00:27","ADM_PETE","ADM_PETE","Custom  ","N","","AUSNA","","N","US","AMDPAOVZ","ENG  ","","","","","","","","00000 000 0 00020000000 000 000000 00  00200222 00 000000000 000 0000            0   002 0000000000000 000 0     0000000000000000000000000 0 0200000000000000000000  0000000000000000000 000000000000000000000000 000000000000000000 0000000000000000000000 00000000 00000002000000000000000   00 0   00000000000000000000002000000000000000000 0000022222222222222222222222222222222222220022222222222222222 22222222222222222222222222222222222222222222222222222222222222222222222022222222220  0 000000022000  00000 0 00000000 0  0                   000000000 00 0000000000        0         000000000000000000000         0 0000000000000000  0000        0     0    00      000000000 0  0  00 0    0000000 000000200000000000000000000000000000000000000000000000000000000200 00000000  020000000000000000 000 0000000000000  000000000000 000000 0000000000  000    0000          00 0 000     00 0000 00000  000  0    00000000 000 00 000 0000 0 0 0 0   00  0000000000000         02 0   00 0   0 00   0000  0 00000000000000  0 0000000000000000000000000000000000 00000 000000000 0000 0000 00000000000000000000000000000000000 00000000000          0    0   00                   0         0000 0        0                   0                   0  0 000 0 000     000  00  0 0000   00 0000 00  00   00000 0  0    0 00   0     000 0 000      00 0 0 00   0     00      000000000      0  0  0  00000000000   0  0       00000000000    0   00000000 0  0 0         0 0   00000     0      000000000 0000000 000              000     0000        000 0 00  00  0000        0   0    000000 00             0 00 0 0 0    0 00 0000000000000000000000000 0 0  000              0000    0000000000000000 00000 00      000 0000    00   00 0  0   000 0    0       00  00000 000  000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000 00000000000 0000000 000000000000000000  0000 0 0000000 000 0000000   000"
"LIQ_API ","USER                ","API                 "," ","         ","","APIUS","CLR  ","","CBA  ","CB001","U    ","","2006-10-19 16:41:17","2020-01-27 02:28:19","ADMIN2  ","ADMIN1  ","APIUS   ","N","","AUSNA","","N","AU","AMDPAOVZ","ENG  ","","email.id@domain.com","","","","","","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
